
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
8/9/12/27    6 -18.35 52.06 20.13   0.00
6/8/10/27    6 -18.35 52.06 20.13   0.00
6/8/10/13    6 -18.35 52.06 20.13   0.00
2/3/13/19    6 -18.35 52.06 20.13   0.00
3/4/24/29    7 -16.70 52.06 20.13   0.00
18/20/29/30  6 -18.35 52.06 20.13   0.00
8/19/20/26   6 -18.35 52.06 20.13   0.00
11/18/19/22  6 -18.35 52.06 20.13   0.00
8/10/12/27   6 -18.35 52.06 20.13   0.00
18/19/20/30  5 -19.88 52.06 20.13   0.00
1/10/18/21   6 -18.35 52.06 20.13   0.00
6/21/26/30   6 -18.35 52.06 20.13   0.00
5/8/17/29    7 -16.70 52.06 20.13   0.00
8/9/19/27    6 -18.35 52.06 20.13   0.00
8/10/12/13   6 -18.35 52.06 20.13   0.00
19/26/29     6 -18.35 52.06 20.13   0.00
20/23/29     6 -18.35 52.06 20.13   0.00
7/8/9/29     7 -16.70 52.06 20.13   0.00
7/9/29       7 -16.70 52.06 20.13   0.00
12/17/20     5 -19.88 52.06 20.13   0.00
4/10/19/20   6 -18.35 52.06 20.13   0.00
5/9/19       5 -19.88 52.06 20.13   0.00
2/8/14/24    7 -16.70 52.06 20.13   0.00
16/25/26/29  7 -16.70 52.06 20.13   0.00
1/8/19/23    6 -18.35 52.06 20.13   0.00
4/13/22/23   6 -18.35 52.06 20.13   0.00
4/10/12/30   6 -18.35 52.06 20.13   0.00
7/15/22/23   7 -16.70 52.06 20.13   0.00
8/11/14/26   7 -16.70 52.06 20.13   0.00
3/10/12/29   7 -16.70 52.06 20.13   0.00
1/2/18/21    6 -18.35 52.06 20.13   0.00
8/20/23/27   6 -18.35 52.06 20.13   0.00
3/7/11/13    7 -16.70 52.06 20.13   0.00
4/7/12/26    7 -16.70 52.06 20.14   0.00
7/17/20      6 -18.35 52.06 20.14   0.00
7/8/17/20    6 -18.35 52.06 20.14   0.00
5/10/11/15   7 -16.70 52.06 20.14   0.00
9/19/30      5 -19.88 52.06 20.14   0.00
2/3/6/30     6 -18.35 52.07 20.14   0.00
1/19/29/30   6 -18.35 52.07 20.14   0.00
2/4/15/26    7 -16.70 52.07 20.14   0.00
2/3/7/16     7 -16.70 52.07 20.14   0.00
6/13/16/20   5 -19.88 52.07 20.14   0.00
4/6/9/20     6 -18.35 52.07 20.14   0.00
2/3/16/20    6 -18.35 52.07 20.14   0.00
5/13/25/27   5 -19.88 52.07 20.14   0.00
4/12/17/19   6 -18.35 52.07 20.14   0.00
13/25/27/30  5 -19.88 52.07 20.14   0.00
5/9/12       5 -19.88 52.07 20.14   0.00
19/23/29     6 -18.35 52.07 20.14   0.00
1/5/29/30    6 -18.35 52.07 20.14   0.00
17/20/21/27  6 -18.36 52.07 20.14   0.00
4/16/22/26   6 -18.36 52.07 20.14   0.00
2/8/9/21     7 -16.70 52.07 20.14   0.00
1/5/25/30    5 -19.88 52.07 20.14   0.00
1/5/20/25    5 -19.88 52.07 20.14   0.00
8/23/29/30   7 -16.70 52.07 20.14   0.00
8/10/13/19   6 -18.36 52.07 20.14   0.00
9/15/17/27   7 -16.70 52.07 20.14   0.00
2/9          5 -19.88 52.07 20.14   0.00
9/12/30      5 -19.88 52.07 20.14   0.00
8/9/21/23    7 -16.70 52.07 20.14   0.00
12/20/22/30  5 -19.88 52.07 20.15   0.00
17/20/21/30  6 -18.36 52.08 20.15   0.00
3/8/9/26     7 -16.70 52.08 20.15   0.00
3/6/18/28    7 -16.71 52.08 20.15   0.00
4/10/12/13   6 -18.36 52.08 20.15   0.00
3/8/11/17    7 -16.71 52.08 20.15   0.00
11/20/29     6 -18.36 52.08 20.15   0.00
1/8/11/19    6 -18.36 52.08 20.15   0.00
1/3/17/24    7 -16.71 52.08 20.15   0.00
1/13/20/29   6 -18.36 52.08 20.15   0.00
12/13/16/19  5 -19.89 52.08 20.15   0.00
4/6/21/28    7 -16.71 52.08 20.15   0.00
17/20/30     5 -19.89 52.08 20.15   0.00
13/27/28     6 -18.36 52.08 20.15   0.00
1/8/10/17    7 -16.71 52.08 20.15   0.00
5/10/13      5 -19.89 52.08 20.15   0.00
1/11/14/17   7 -16.71 52.08 20.15   0.00
8/11/15/17   7 -16.71 52.08 20.15   0.00
3/19/23/24   7 -16.71 52.08 20.15   0.00
4/6/22/26    6 -18.36 52.08 20.15   0.00
5/13/17      5 -19.89 52.08 20.15   0.00
19/20/27/30  5 -19.89 52.08 20.16   0.00
1/20/25/30   5 -19.89 52.08 20.16   0.00
9/14/26/27   7 -16.71 52.09 20.16   0.00
4/6/11/29    7 -16.71 52.09 20.16   0.00
5/7/17/21    7 -16.71 52.09 20.16   0.00
4/9/12/17    7 -16.71 52.09 20.16   0.00
10/25/27     5 -19.89 52.09 20.16   0.00
8/27/28/30   7 -16.71 52.09 20.16   0.00
9/20/29      6 -18.36 52.09 20.16   0.00
2/3/11/27    7 -16.71 52.09 20.16   0.00
5/9/30       5 -19.89 52.09 20.16   0.00
7/10/12/21   7 -16.71 52.09 20.16   0.00
3/9/11/18    7 -16.71 52.09 20.16   0.00
12/17/20/21  6 -18.36 52.09 20.16   0.00
2/13/15/28   8 -14.91 52.09 20.16   0.00
16/18/23/25  6 -18.36 52.09 20.16   0.00
1/5/19/28    7 -16.71 52.09 20.16   0.00
6/20/25/27   5 -19.89 52.09 20.16   0.00
2/7/16/29    8 -14.92 52.09 20.16   0.00
13/18/19/20  5 -19.89 52.09 20.16   0.00
16/18/28     6 -18.37 52.09 20.16   0.00
13/22/25/26  6 -18.37 52.09 20.16   0.00
2/3/19/30    6 -18.37 52.09 20.16   0.00
1/4/24/25    6 -18.37 52.09 20.16   0.00
11/12/22/25  6 -18.37 52.09 20.16   0.00
1/8/26/29    7 -16.71 52.09 20.16   0.00
13/18/25/30  5 -19.89 52.09 20.16   0.00
16/22/24/25  6 -18.37 52.09 20.17   0.00
9/11/15/24   8 -14.92 52.10 20.17   0.00
1/2/22/27    6 -18.37 52.10 20.17   0.00
9/14/17/27   7 -16.71 52.10 20.17   0.00
1/8/10/26    7 -16.71 52.10 20.17   0.00
4/12/17/30   6 -18.37 52.10 20.17   0.00
8/10/13/29   7 -16.72 52.10 20.17   0.00
2/7/15/16    7 -16.72 52.10 20.17   0.00
4/19/22/26   6 -18.37 52.10 20.17   0.00
8/11/15/26   7 -16.72 52.10 20.17   0.00
8/9/29/30    7 -16.72 52.10 20.17   0.00
5/18/25/30   5 -19.90 52.10 20.17   0.00
3/10/12/17   7 -16.72 52.10 20.17   0.00
7/11/15/20   7 -16.72 52.10 20.17   0.00
3/7/24/29    8 -14.92 52.10 20.17   0.00
8/19/20/24   6 -18.37 52.10 20.17   0.00
11/12/29     6 -18.37 52.10 20.17   0.00
5/17/19/21   6 -18.37 52.10 20.17   0.00
2/8/14/29    7 -16.72 52.10 20.18   0.00
10/12/14/29  7 -16.72 52.10 20.18   0.00
4/20/26/30   6 -18.37 52.10 20.18   0.00
1/5/6/29     6 -18.37 52.11 20.18   0.00
8/23/24      6 -18.37 52.11 20.18   0.00
5/8/23/30    6 -18.37 52.11 20.18   0.00
7/16/19/20   6 -18.37 52.11 20.18   0.00
4/9/29/30    7 -16.72 52.11 20.18   0.00
12/18/25/30  5 -19.90 52.11 20.18   0.00
19/20/25/30  5 -19.90 52.11 20.18   0.00
4/22/25/28   7 -16.72 52.11 20.18   0.00
1/3/9/10     7 -16.72 52.11 20.18   0.00
15/16/26/29  7 -16.72 52.11 20.18   0.00
1/13/20/30   5 -19.90 52.11 20.18   0.00
13/22/24/27  6 -18.37 52.11 20.18   0.00
8/16/18/23   6 -18.38 52.11 20.18   0.00
10/19/25     5 -19.90 52.11 20.18   0.00
3/6/11/26    7 -16.72 52.11 20.18   0.00
19/21/22/23  6 -18.38 52.11 20.18   0.00
4/6/26/29    7 -16.72 52.11 20.18   0.00
5/13/16/19   5 -19.90 52.11 20.18   0.00
13/21/24/27  6 -18.38 52.11 20.18   0.00
12/13/20/29  6 -18.38 52.11 20.18   0.00
2/3/12/13    6 -18.38 52.11 20.18   0.00
5/13/18/25   5 -19.90 52.11 20.18   0.00
1/16/20/24   6 -18.38 52.11 20.18   0.00
17/19/22/26  6 -18.38 52.11 20.18   0.00
4/9/22/23    7 -16.72 52.11 20.18   0.00
6/22/25/26   6 -18.38 52.11 20.19   0.00
12/13/18/25  5 -19.90 52.11 20.19   0.00
12/19/20/25  5 -19.90 52.11 20.19   0.00
10/14/20/28  8 -14.93 52.12 20.19   0.00
12/13/25/29  6 -18.38 52.12 20.19   0.00
4/6/9/13     6 -18.38 52.12 20.19   0.00
12/19/20/27  5 -19.90 52.12 20.19   0.00
9/10/16/21   7 -16.73 52.12 20.19   0.00
5/10/25      5 -19.90 52.12 20.19   0.00
4/6/12/17    6 -18.38 52.12 20.19   0.00
3/6/24/29    7 -16.73 52.12 20.19   0.00
13/16/19/30  5 -19.91 52.12 20.19   0.00
5/18/19/20   5 -19.91 52.12 20.19   0.00
4/6/9/19     6 -18.38 52.12 20.19   0.00
13/21/22/23  6 -18.38 52.12 20.19   0.00
1/9/21/29    7 -16.73 52.12 20.19   0.00
9/15/26/27   7 -16.73 52.12 20.19   0.00
1/5/6/12     5 -19.91 52.12 20.19   0.00
15/16/23/29  7 -16.73 52.12 20.19   0.00
6/8/18/24    6 -18.38 52.12 20.19   0.00
12/22/25/26  6 -18.38 52.12 20.19   0.00
11/14/25/26  7 -16.73 52.12 20.19   0.00
1/19/25/26   6 -18.38 52.12 20.19   0.00
8/18/19/24   6 -18.38 52.12 20.19   0.00
4/10/17/18   7 -16.73 52.12 20.19   0.00
16/17/26/27  6 -18.38 52.12 20.19   0.00
11/20/21/29  7 -16.73 52.12 20.19   0.00
1/18/29/30   6 -18.38 52.12 20.19   0.00
2/4/5/18     6 -18.38 52.12 20.20   0.00
4/12/22/28   7 -16.73 52.12 20.20   0.00
6/17/20      5 -19.91 52.12 20.20   0.00
5/20/29/30   6 -18.38 52.12 20.20   0.00
3/11/23/27   7 -16.73 52.12 20.20   0.00
3/9/10/22    7 -16.73 52.12 20.20   0.00
13/19/25/29  6 -18.38 52.13 20.20   0.00
1/21/23/27   6 -18.38 52.13 20.20   0.00
8/14/26/29   7 -16.73 52.13 20.20   0.00
7/13/16/19   6 -18.38 52.13 20.20   0.00
5/12/18/25   5 -19.91 52.13 20.20   0.00
6/11/14/28   8 -14.93 52.13 20.20   0.00
1/16/18/24   6 -18.38 52.13 20.20   0.00
7/22/25/26   7 -16.73 52.13 20.20   0.00
10/14/17/25  7 -16.73 52.13 20.20   0.00
3/6/10/17    7 -16.73 52.13 20.20   0.00
22/28/30     6 -18.38 52.13 20.20   0.00
2/3/17/27    7 -16.73 52.13 20.20   0.00
1/7/9/30     7 -16.73 52.13 20.20   0.00
6/19/25/27   5 -19.91 52.13 20.20   0.00
2/3/21/24    7 -16.73 52.13 20.20   0.00
12/18/19/20  5 -19.91 52.13 20.20   0.00
3/9/10/25    7 -16.73 52.13 20.20   0.00
8/9/11       6 -18.38 52.13 20.20   0.00
3/5/24/29    7 -16.73 52.13 20.20   0.00
1/5/12/30    5 -19.91 52.13 20.20   0.00
6/17/19/21   6 -18.38 52.13 20.20   0.00
12/20/21/24  6 -18.38 52.13 20.20   0.00
6/20/21/24   6 -18.38 52.13 20.20   0.00
6/10/14/24   7 -16.73 52.13 20.20   0.00
16/20/23     5 -19.91 52.13 20.20   0.00
6/7/13/29    7 -16.73 52.13 20.20   0.00
6/8/16/26    6 -18.39 52.13 20.20   0.00
4/11/16/29   7 -16.73 52.13 20.20   0.00
9/10/14/22   7 -16.73 52.13 20.20   0.00
12/18/21/23  6 -18.39 52.13 20.20   0.00
4/9/19/20    6 -18.39 52.13 20.20   0.00
4/6/17/20    6 -18.39 52.13 20.20   0.00
1/2/6/22     6 -18.39 52.13 20.21   0.00
4/11/18/25   6 -18.39 52.13 20.21   0.00
3/9/11/20    7 -16.73 52.14 20.21   0.00
8/12/18/24   6 -18.39 52.14 20.21   0.00
1/5/25/29    6 -18.39 52.14 20.21   0.00
4/6/9/30     6 -18.39 52.14 20.21   0.00
16/17/19/26  6 -18.39 52.14 20.21   0.00
7/17/21/25   7 -16.74 52.14 20.21   0.00
1/6/19/28    7 -16.74 52.14 20.21   0.00
16/18/21/28  7 -16.74 52.14 20.21   0.00
5/22/25/26   6 -18.39 52.14 20.21   0.00
3/6/11/23    7 -16.74 52.14 20.21   0.00
1/9/16/27    6 -18.39 52.14 20.21   0.00
7/10/18      6 -18.39 52.14 20.21   0.00
7/8/10/18    6 -18.39 52.14 20.21   0.00
1/6/12/30    5 -19.92 52.14 20.21   0.00
2/8/15/28    8 -14.94 52.14 20.21   0.00
10/28        6 -18.39 52.14 20.21   0.00
9/13/24      6 -18.39 52.14 20.21   0.00
22/25/26/30  6 -18.39 52.14 20.21   0.00
1/9/26       6 -18.39 52.14 20.21   0.00
12/19/25/27  5 -19.92 52.14 20.21   0.00
3/4/7/11     7 -16.74 52.14 20.21   0.00
8/12/16/26   6 -18.39 52.14 20.21   0.00
16/25/28     6 -18.39 52.14 20.21   0.00
5/19/25/27   5 -19.92 52.14 20.21   0.00
4/21/25/28   7 -16.74 52.14 20.21   0.00
8/9/10/21    7 -16.74 52.14 20.21   0.00
1/7/16/23    7 -16.74 52.14 20.21   0.00
5/20/25/27   5 -19.92 52.14 20.22   0.00
10/18/20/21  6 -18.39 52.15 20.22   0.00
19/25/27/30  5 -19.92 52.15 20.22   0.00
20/25/27/30  5 -19.92 52.15 20.22   0.00
6/12/21/24   6 -18.39 52.15 20.22   0.00
1/19/25/28   7 -16.74 52.15 20.22   0.00
1/11/22/30   6 -18.39 52.15 20.22   0.00
5/8/26/29    7 -16.74 52.15 20.22   0.00
4/9/12/24    7 -16.74 52.15 20.22   0.00
3/7/11/18    7 -16.74 52.15 20.22   0.00
7/10/27/29   8 -14.94 52.15 20.22   0.00
2/13/16/29   7 -16.74 52.15 20.22   0.00
5/8/16/26    6 -18.39 52.15 20.22   0.00
4/22/24/29   7 -16.74 52.15 20.22   0.00
10/14/17/22  7 -16.74 52.15 20.22   0.00
2/6/8/22     6 -18.39 52.15 20.22   0.00
1/8/11/12    6 -18.39 52.15 20.22   0.00
4/16/19/24   6 -18.39 52.15 20.22   0.00
8/12/23/30   6 -18.40 52.15 20.22   0.00
1/5/12/20    5 -19.92 52.15 20.22   0.00
2/7/15/19    7 -16.74 52.15 20.22   0.00
14/17/18/28  8 -14.95 52.15 20.22   0.00
8/9/26       6 -18.40 52.15 20.22   0.00
1/5/8/11     6 -18.40 52.15 20.22   0.00
4/6/20/26    6 -18.40 52.15 20.22   0.00
1/9/16/20    6 -18.40 52.15 20.22   0.00
17/25/29     6 -18.40 52.15 20.22   0.00
5/8/13/24    6 -18.40 52.15 20.22   0.00
4/11/19/22   6 -18.40 52.15 20.22   0.00
23/25/29     6 -18.40 52.15 20.23   0.00
4/13/17/20   6 -18.40 52.15 20.23   0.00
11/16/18/27  6 -18.40 52.15 20.23   0.00
18/25/29/30  6 -18.40 52.16 20.23   0.00
6/7/17/21    7 -16.74 52.16 20.23   0.00
7/16/25/26   7 -16.74 52.16 20.23   0.00
3/11/19/26   7 -16.75 52.16 20.23   0.00
9/10/14/27   7 -16.75 52.16 20.23   0.00
1/12/20/30   5 -19.93 52.16 20.23   0.00
4/8/28/30    7 -16.75 52.16 20.23   0.00
1/4/23/24    7 -16.75 52.16 20.23   0.00
3/10/13/29   7 -16.75 52.16 20.23   0.00
2/3/6/7      7 -16.75 52.16 20.23   0.00
3/7/10/23    8 -14.95 52.16 20.23   0.00
5/13/17/21   6 -18.40 52.16 20.23   0.00
1/18/22/28   7 -16.75 52.16 20.23   0.00
5/8/11/29    7 -16.75 52.16 20.23   0.00
1/11/21/29   7 -16.75 52.16 20.24   0.00
2/3/10/30    7 -16.75 52.16 20.24   0.00
8/10/18/20   6 -18.40 52.17 20.24   0.00
1/6/16/24    6 -18.40 52.17 20.24   0.00
5/7/14/23    7 -16.75 52.17 20.24   0.00
4/5/18/24    6 -18.40 52.17 20.24   0.00
3/8/28/30    7 -16.75 52.17 20.24   0.00
7/11/15/16   7 -16.75 52.17 20.24   0.00
7/11/14/18   7 -16.75 52.17 20.24   0.00
10/14/23/27  7 -16.75 52.17 20.24   0.00
14/16/24/26  7 -16.75 52.17 20.24   0.00
1/6/12/20    5 -19.93 52.17 20.24   0.00
1/2/7/30     7 -16.75 52.17 20.24   0.00
4/13/21/28   7 -16.75 52.17 20.24   0.00
1/19/20/26   6 -18.40 52.17 20.24   0.00
8/13/24/25   6 -18.40 52.17 20.24   0.00
4/5/21/28    7 -16.75 52.17 20.24   0.00
16/23/30     5 -19.93 52.17 20.24   0.00
1/20/21/23   6 -18.40 52.17 20.24   0.00
7/8/11/25    6 -18.41 52.17 20.24   0.00
7/11/25      6 -18.41 52.17 20.24   0.00
4/11/17      6 -18.41 52.17 20.24   0.00
8/19/23/30   6 -18.41 52.17 20.24   0.00
7/11/13/15   7 -16.75 52.17 20.24   0.00
3/6/9/29     7 -16.75 52.17 20.24   0.00
4/12/13/17   6 -18.41 52.17 20.24   0.00
6/8/23/30    6 -18.41 52.17 20.24   0.00
8/10/18/19   6 -18.41 52.17 20.24   0.00
7/16/17/30   7 -16.75 52.18 20.25   0.00
18/21/23/25  6 -18.41 52.18 20.25   0.00
3/10/13/26   7 -16.75 52.18 20.25   0.00
9/16/21/23   7 -16.75 52.18 20.25   0.00
12/13/28/29  8 -14.96 52.18 20.25   0.00
5/8/25/26    6 -18.41 52.18 20.25   0.00
3/9/29/30    7 -16.76 52.18 20.25   0.00
4/5/9/17     7 -16.76 52.18 20.25   0.00
14/17/23/27  7 -16.76 52.18 20.25   0.00
12/21/22/23  6 -18.41 52.18 20.25   0.00
5/6/29/30    6 -18.41 52.18 20.25   0.00
6/12/13/16   5 -19.94 52.18 20.25   0.00
4/23/28      7 -16.76 52.18 20.25   0.00
12/23/29     6 -18.41 52.18 20.25   0.00
1/22/28/30   7 -16.76 52.18 20.25   0.00
7/10/19      6 -18.41 52.18 20.25   0.00
7/8/10/19    6 -18.41 52.18 20.25   0.00
7/8/9/25     6 -18.41 52.18 20.25   0.00
7/9/25       6 -18.41 52.18 20.25   0.00
6/7/10       6 -18.41 52.18 20.25   0.00
6/7/8/10     6 -18.41 52.18 20.25   0.00
6/8/10/18    6 -18.41 52.18 20.25   0.00
1/9/16/18    6 -18.41 52.18 20.25   0.00
6/8/13/24    6 -18.41 52.18 20.25   0.00
1/18/26/30   6 -18.41 52.18 20.25   0.00
4/18/24/29   7 -16.76 52.18 20.25   0.00
7/17/18/21   7 -16.76 52.18 20.25   0.00
4/6/17/28    8 -14.96 52.18 20.25   0.00
9/25/29      6 -18.41 52.18 20.26   0.00
7/10/18/21   7 -16.76 52.18 20.26   0.00
7/10/21/27   7 -16.76 52.19 20.26   0.00
5/6/13/16    5 -19.94 52.19 20.26   0.00
6/13/16/30   5 -19.94 52.19 20.26   0.00
12/19/25/29  6 -18.41 52.19 20.26   0.00
8/19/25/26   6 -18.41 52.19 20.26   0.00
17/19/21/27  6 -18.41 52.19 20.26   0.00
2/3/5/6      6 -18.41 52.19 20.26   0.00
8/18/20/24   6 -18.41 52.19 20.26   0.00
5/18/28      6 -18.41 52.19 20.26   0.00
1/2/4/26     7 -16.76 52.19 20.26   0.00
11/18/21/23  7 -16.76 52.19 20.26   0.00
3/6/9/11     7 -16.76 52.19 20.26   0.00
4/12/26/30   6 -18.42 52.19 20.26   0.00
8/10/12/18   6 -18.42 52.19 20.26   0.00
4/6/22/28    7 -16.76 52.19 20.26   0.00
10/20/29     6 -18.42 52.19 20.26   0.00
16/20/24/29  7 -16.76 52.19 20.26   0.00
1/8/24/29    7 -16.76 52.19 20.26   0.00
5/11/26      6 -18.42 52.19 20.27   0.00
11/19/24     6 -18.42 52.19 20.27   0.00
3/7/10/11    8 -14.97 52.19 20.27   0.00
4/5/11/22    6 -18.42 52.19 20.27   0.00
8/13/25/26   6 -18.42 52.20 20.27   0.00
4/16/26/30   6 -18.42 52.20 20.27   0.00
1/2/14/28    8 -14.97 52.20 20.27   0.00
1/3/24/29    7 -16.76 52.20 20.27   0.00
4/12/13/26   6 -18.42 52.20 20.27   0.00
6/7/25/29    7 -16.76 52.20 20.27   0.00
6/8/11/16    6 -18.42 52.20 20.27   0.00
8/10/19/25   6 -18.42 52.20 20.27   0.00
8/13/20/24   6 -18.42 52.20 20.27   0.00
10/11/14/22  7 -16.77 52.20 20.27   0.00
13/18/28/29  8 -14.97 52.20 20.27   0.00
10/18/19/21  6 -18.42 52.20 20.27   0.00
2/3/4/5      6 -18.42 52.20 20.27   0.00
1/6/8/23     6 -18.42 52.20 20.27   0.00
3/4/9/26     7 -16.77 52.20 20.27   0.00
11/15/19/26  7 -16.77 52.20 20.27   0.00
4/7/22/26    7 -16.77 52.20 20.27   0.00
12/16/23     5 -19.95 52.20 20.27   0.00
6/11/15/23   7 -16.77 52.20 20.27   0.00
4/10/21/26   7 -16.77 52.20 20.27   0.00
1/3/27/28    7 -16.77 52.20 20.27   0.00
2/5/8/22     6 -18.42 52.20 20.27   0.00
17/18/22/27  6 -18.42 52.20 20.27   0.00
7/8/10/20    6 -18.42 52.20 20.27   0.00
7/10/20      6 -18.42 52.20 20.27   0.00
19/20/22/26  6 -18.42 52.20 20.27   0.00
11/13/21/29  7 -16.77 52.20 20.27   0.00
5/16/23      5 -19.95 52.20 20.27   0.00
9/21/28/29   9 -13.01 52.20 20.27   0.00
7/17/29/30   8 -14.97 52.20 20.27   0.00
18/22/24/25  6 -18.42 52.20 20.27   0.00
1/19/21/23   6 -18.42 52.20 20.28   0.00
1/17/24      6 -18.42 52.21 20.28   0.00
1/5/21/23    6 -18.42 52.21 20.28   0.00
7/22/23/25   7 -16.77 52.21 20.28   0.00
5/14/17/28   8 -14.97 52.21 20.28   0.00
4/5/11/18    6 -18.42 52.21 20.28   0.00
4/7/22/23    7 -16.77 52.21 20.28   0.00
2/8/21/24    7 -16.77 52.21 20.28   0.00
10/11/15/19  7 -16.77 52.21 20.28   0.00
19/22/28     6 -18.42 52.21 20.28   0.00
5/25/29/30   6 -18.42 52.21 20.28   0.00
6/12/16/19   5 -19.95 52.21 20.28   0.00
7/13/18/29   7 -16.77 52.21 20.28   0.00
1/21/23/30   6 -18.42 52.21 20.28   0.00
17/19/21/25  6 -18.43 52.21 20.28   0.00
4/10/17/25   7 -16.77 52.21 20.28   0.00
1/18/26/27   6 -18.43 52.21 20.28   0.00
1/8/20/23    6 -18.43 52.21 20.28   0.00
2/3/4/29     7 -16.77 52.21 20.28   0.00
1/21/23/25   6 -18.43 52.21 20.28   0.00
11/12/21/29  7 -16.77 52.21 20.28   0.00
1/16/26/29   7 -16.77 52.21 20.28   0.00
8/12/13/24   6 -18.43 52.21 20.28   0.00
7/8/10/12    6 -18.43 52.21 20.28   0.00
7/10/12      6 -18.43 52.21 20.28   0.00
20/21/24/27  6 -18.43 52.21 20.28   0.00
11/13/15/29  7 -16.77 52.21 20.28   0.00
6/11/18/22   6 -18.43 52.21 20.28   0.00
2/3/5/19     6 -18.43 52.21 20.28   0.00
7/10/21/25   7 -16.77 52.21 20.28   0.00
6/18/29/30   6 -18.43 52.21 20.29   0.00
11/16/19/27  6 -18.43 52.21 20.29   0.00
4/10/11      6 -18.43 52.21 20.29   0.00
8/13/19/24   6 -18.43 52.22 20.29   0.00
12/26/29     6 -18.43 52.22 20.29   0.00
2/12/22      5 -19.95 52.22 20.29   0.00
13/16/17/26  6 -18.43 52.22 20.29   0.00
6/12/25/27   5 -19.95 52.22 20.29   0.00
2/22/30      5 -19.95 52.22 20.29   0.00
7/15/22/26   7 -16.77 52.22 20.29   0.00
5/8/18/24    6 -18.43 52.22 20.29   0.00
4/18/19/24   6 -18.43 52.22 20.29   0.00
12/17/19/21  6 -18.43 52.22 20.29   0.00
2/4/13/29    7 -16.78 52.22 20.29   0.00
5/6/16/19    5 -19.95 52.22 20.29   0.00
5/12/22/30   5 -19.95 52.22 20.29   0.00
3/14/26/28   8 -14.98 52.22 20.29   0.00
6/10/25      5 -19.96 52.22 20.29   0.00
8/10/20/25   6 -18.43 52.22 20.29   0.00
2/8/10/21    7 -16.78 52.22 20.29   0.00
6/7/10/21    7 -16.78 52.22 20.29   0.00
16/19/24/25  6 -18.43 52.22 20.29   0.00
1/5/16/24    6 -18.43 52.22 20.29   0.00
2/5/22       5 -19.96 52.22 20.29   0.00
2/3/4/13     6 -18.43 52.22 20.29   0.00
1/6/21/23    6 -18.43 52.22 20.29   0.00
1/11/16/20   6 -18.43 52.22 20.29   0.00
5/16/24/27   6 -18.43 52.22 20.29   0.00
1/3/11/29    7 -16.78 52.22 20.29   0.00
6/8/17/27    6 -18.43 52.22 20.29   0.00
1/18/19/26   6 -18.43 52.22 20.29   0.00
2/3/4/7      7 -16.78 52.22 20.29   0.00
8/12/25/26   6 -18.43 52.22 20.29   0.00
7/12/21/23   7 -16.78 52.23 20.30   0.00
6/21/22/23   6 -18.43 52.23 20.30   0.00
2/5/8/29     7 -16.78 52.23 20.30   0.00
6/22/28      6 -18.43 52.23 20.30   0.00
9/14/18/24   7 -16.78 52.23 20.30   0.00
1/8/11/18    6 -18.43 52.23 20.30   0.00
8/9/14/29    7 -16.78 52.23 20.30   0.00
3/8/11/24    7 -16.78 52.23 20.30   0.00
13/17/19     5 -19.96 52.23 20.30   0.00
13/17/30     5 -19.96 52.23 20.30   0.00
7/8/23/29    7 -16.78 52.23 20.30   0.00
7/23/29      7 -16.78 52.23 20.30   0.00
17/19/21/30  6 -18.43 52.23 20.30   0.00
4/20/23/30   6 -18.43 52.23 20.30   0.00
21/23/24     6 -18.43 52.23 20.30   0.00
2/7/29       7 -16.78 52.23 20.30   0.00
2/7/8/29     7 -16.78 52.23 20.30   0.00
9/21/29/30   7 -16.78 52.23 20.30   0.00
3/9/10/13    7 -16.78 52.23 20.30   0.00
6/13/20/27   5 -19.96 52.23 20.30   0.00
9/14/16/17   7 -16.78 52.23 20.30   0.00
4/5/11/25    6 -18.44 52.23 20.30   0.00
6/8/25/26    6 -18.44 52.23 20.30   0.00
2/7/27/29    8 -14.99 52.23 20.30   0.00
8/17/25/26   6 -18.44 52.23 20.30   0.00
1/12/22/28   7 -16.78 52.23 20.30   0.00
12/13/17     5 -19.96 52.23 20.30   0.00
4/6/16/24    6 -18.44 52.23 20.30   0.00
8/18/24/29   7 -16.78 52.23 20.30   0.00
5/12/25/27   5 -19.96 52.24 20.31   0.00
2/8/12/22    6 -18.44 52.24 20.31   0.00
10/20/25     5 -19.96 52.24 20.31   0.00
3/5/26/29    7 -16.78 52.24 20.31   0.00
5/8/17/27    6 -18.44 52.24 20.31   0.00
14/18/23/29  7 -16.78 52.24 20.31   0.00
12/25/27/30  5 -19.96 52.24 20.31   0.00
1/10/13/21   6 -18.44 52.24 20.31   0.00
1/10/22/25   6 -18.44 52.24 20.31   0.00
12/17/29     6 -18.44 52.24 20.31   0.00
7/22/23/27   7 -16.79 52.24 20.31   0.00
4/16/22/24   6 -18.44 52.24 20.31   0.00
2/3/4/30     6 -18.44 52.24 20.31   0.00
5/8/9/29     7 -16.79 52.24 20.31   0.00
8/17/18/29   7 -16.79 52.24 20.31   0.00
7/9/13       6 -18.44 52.24 20.31   0.00
7/8/9/13     6 -18.44 52.24 20.31   0.00
10/15/16/29  7 -16.79 52.24 20.31   0.00
6/25/27/30   5 -19.97 52.24 20.31   0.00
7/14/18/23   7 -16.79 52.24 20.31   0.00
4/17/25/28   8 -14.99 52.24 20.31   0.00
