
Call:
model.avg(object = bab_consensus@objects)

Component model call: 
glm(formula = paste(f, ""), family = binomial, data = data)

Component models: 
            df logLik  AICc delta weight
4/13/14      4 -16.43 42.34 10.41   0.00
14/21/22/30  5 -15.02 42.34 10.41   0.00
1/4/14/22    5 -15.02 42.34 10.41   0.00
13/14/16/21  5 -15.02 42.34 10.41   0.00
1/4/12/15    5 -15.02 42.34 10.41   0.00
3/6/14/27    5 -15.02 42.34 10.41   0.00
14/15/27/30  5 -15.02 42.35 10.42   0.00
11/15/21/30  6 -13.50 42.36 10.43   0.00
1/13/15      4 -16.44 42.36 10.43   0.00
15/19/28/29  8 -10.05 42.36 10.43   0.00
3/16/21      4 -16.44 42.37 10.44   0.00
14/16/21/27  5 -15.03 42.37 10.44   0.00
7/13/14/21   6 -13.51 42.37 10.44   0.00
1/3/11/15    6 -13.51 42.38 10.45   0.00
1/3/21       4 -16.45 42.38 10.45   0.00
5/7/14/21    6 -13.51 42.38 10.45   0.00
1/4/14/16    5 -15.04 42.39 10.46   0.00
6/15/25      4 -16.46 42.39 10.46   0.00
3/11/14/21   6 -13.52 42.40 10.47   0.00
3/10/15/21   6 -13.52 42.40 10.47   0.00
8/10/14/21   6 -13.52 42.40 10.47   0.00
3/14/27/30   5 -15.05 42.40 10.47   0.00
3/14/25/27   5 -15.05 42.40 10.47   0.00
4/14/30      4 -16.46 42.40 10.47   0.00
8/14/18/27   5 -15.05 42.40 10.48   0.00
3/7/21/29    7 -11.87 42.41 10.48   0.00
15/21/22/25  5 -15.05 42.41 10.48   0.00
8/14/16/27   5 -15.05 42.41 10.49   0.00
3/13/15/27   5 -15.05 42.42 10.49   0.00
14/15/20     4 -16.47 42.42 10.49   0.00
3/14/16/27   5 -15.06 42.42 10.49   0.00
2/4/14/21    6 -13.54 42.44 10.51   0.00
13/14/15     4 -16.48 42.44 10.51   0.00
6/14/15      4 -16.48 42.44 10.51   0.00
15/24/27     5 -15.07 42.45 10.52   0.00
7/12/14/27   6 -13.54 42.45 10.52   0.00
3/8          3 -17.80 42.45 10.52   0.00
1/15/28/29   8 -10.10 42.45 10.52   0.00
12/14/15     4 -16.49 42.46 10.53   0.00
4/15/21/29   6 -13.55 42.46 10.53   0.00
15/20/25     4 -16.49 42.46 10.53   0.00
4/7/27/30    6 -13.55 42.47 10.54   0.00
4/5/15       4 -16.49 42.47 10.54   0.00
8/14/27/30   5 -15.08 42.47 10.54   0.00
3/5/14/27    5 -15.08 42.47 10.54   0.00
14/16/20/21  5 -15.08 42.47 10.55   0.00
3/13/14/27   5 -15.08 42.48 10.55   0.00
5/15/25      4 -16.50 42.48 10.55   0.00
4/8/14/16    5 -15.09 42.48 10.55   0.00
14/16/21/25  5 -15.09 42.48 10.55   0.00
14/15/16/27  5 -15.09 42.48 10.56   0.00
12/15/25     4 -16.50 42.48 10.56   0.00
8/9/15/21    6 -13.56 42.49 10.56   0.00
7/15/16/21   6 -13.56 42.49 10.56   0.00
15/18        3 -17.81 42.49 10.56   0.00
3/7/15/27    6 -13.56 42.49 10.56   0.00
5/14/15/27   5 -15.09 42.49 10.56   0.00
4/10/14/20   6 -13.57 42.50 10.57   0.00
1/3/16/21    5 -15.09 42.50 10.57   0.00
6/7/14/21    6 -13.57 42.50 10.57   0.00
1/4/14/18    5 -15.10 42.51 10.58   0.00
4/15/18      4 -16.51 42.51 10.58   0.00
4/9/14/15    6 -13.58 42.52 10.59   0.00
1/14/15/22   5 -15.11 42.52 10.59   0.00
7/14/21/25   6 -13.58 42.52 10.59   0.00
7/14/20/21   6 -13.58 42.53 10.60   0.00
4/14/18/30   5 -15.11 42.53 10.60   0.00
4/9/15/27    6 -13.59 42.53 10.60   0.00
3/27         3 -17.84 42.53 10.60   0.00
1/3/14/27    5 -15.11 42.53 10.61   0.00
2/14/15/27   6 -13.59 42.54 10.61   0.00
3/10/14/21   6 -13.59 42.54 10.61   0.00
3/15/19      4 -16.53 42.54 10.61   0.00
7/14/18/21   6 -13.59 42.54 10.62   0.00
5/14/16/21   5 -15.12 42.56 10.63   0.00
7/12/15/21   6 -13.60 42.56 10.63   0.00
4/12/14/18   5 -15.14 42.58 10.65   0.00
4/14/18/23   6 -13.61 42.58 10.65   0.00
12/14/21/22  5 -15.14 42.58 10.66   0.00
15/19/21/25  5 -15.14 42.59 10.66   0.00
6/15/21/25   5 -15.14 42.59 10.66   0.00
4/16/17/21   6 -13.62 42.59 10.66   0.00
1/14/15/19   5 -15.14 42.59 10.67   0.00
12/14        3 -17.87 42.60 10.67   0.00
5/15/21/25   5 -15.15 42.60 10.67   0.00
1/8/21/22    5 -15.15 42.61 10.68   0.00
14/18/20/21  5 -15.15 42.61 10.68   0.00
6/14/16/21   5 -15.15 42.61 10.68   0.00
1/15/22      4 -16.57 42.62 10.69   0.00
3/8/14/15    5 -15.16 42.62 10.69   0.00
6/14/18/21   5 -15.16 42.62 10.69   0.00
14/22/27     4 -16.57 42.63 10.70   0.00
1/13/15/25   5 -15.16 42.63 10.70   0.00
4/8/10/14    6 -13.64 42.64 10.71   0.00
3/15/21/24   6 -13.64 42.64 10.72   0.00
14/21/22/27  5 -15.17 42.65 10.72   0.00
3/14/15/19   5 -15.17 42.65 10.72   0.00
3/7/8/27     5 -15.18 42.66 10.73   0.00
3/7/27       5 -15.18 42.66 10.73   0.00
1/8/22       4 -16.59 42.66 10.73   0.00
14/16/19/21  5 -15.18 42.67 10.74   0.00
4/5/10/15    6 -13.66 42.67 10.74   0.00
14/18/19/21  5 -15.18 42.67 10.75   0.00
3/4/14/22    5 -15.18 42.68 10.75   0.00
4/6/14/22    5 -15.18 42.68 10.75   0.00
3/18         3 -17.91 42.68 10.75   0.00
3/8/21/27    5 -15.19 42.68 10.75   0.00
14/16        3 -17.91 42.69 10.76   0.00
4/11/15/21   6 -13.66 42.69 10.76   0.00
1/14/18/21   5 -15.20 42.70 10.77   0.00
8/14/15/22   5 -15.20 42.70 10.77   0.00
8/15/18/30   5 -15.20 42.70 10.77   0.00
14/18/21/30  5 -15.20 42.71 10.78   0.00
4/14/16/25   5 -15.21 42.72 10.79   0.00
4/14/22/25   5 -15.21 42.72 10.79   0.00
14/18/21/25  5 -15.22 42.74 10.81   0.00
4/15/19      4 -16.63 42.74 10.81   0.00
13/14/18/21  5 -15.22 42.75 10.82   0.00
5/14/18/21   5 -15.22 42.75 10.82   0.00
15/21/24     5 -15.22 42.75 10.83   0.00
4/15/24/27   6 -13.70 42.76 10.83   0.00
3/18/27      4 -16.64 42.76 10.83   0.00
14/15/16     4 -16.64 42.77 10.84   0.00
4/10/14/18   6 -13.70 42.77 10.84   0.00
3/8/12/21    5 -15.23 42.77 10.84   0.00
8/15/16/25   5 -15.23 42.77 10.85   0.00
1/8/15/16    5 -15.23 42.78 10.85   0.00
4/6/15       4 -16.65 42.78 10.85   0.00
13/14/15/25  5 -15.24 42.79 10.86   0.00
13/14/21/22  5 -15.24 42.79 10.86   0.00
14/15/18/22  5 -15.25 42.80 10.87   0.00
5/14/15      4 -16.66 42.80 10.87   0.00
15/19        3 -17.97 42.80 10.88   0.00
6/14/21/22   5 -15.25 42.80 10.88   0.00
1/4/15/29    6 -13.72 42.81 10.88   0.00
8/11/14/21   6 -13.72 42.81 10.88   0.00
1/15/18      4 -16.66 42.81 10.88   0.00
1/12/14/15   5 -15.25 42.81 10.88   0.00
12/14/18/27  5 -15.25 42.81 10.88   0.00
1/8/13/15    5 -15.25 42.81 10.88   0.00
1/15/20      4 -16.67 42.82 10.89   0.00
1/14/22      4 -16.67 42.83 10.90   0.00
12/14/15/25  5 -15.26 42.83 10.90   0.00
1/14/15/20   5 -15.26 42.83 10.90   0.00
1/15/16      4 -16.67 42.83 10.90   0.00
4/5/14/19    5 -15.26 42.83 10.90   0.00
14/15/30     4 -16.68 42.83 10.90   0.00
1/4/5/14     5 -15.26 42.83 10.91   0.00
6/14/15/25   5 -15.27 42.84 10.91   0.00
3/14/19/22   5 -15.27 42.84 10.91   0.00
14/19        3 -18.00 42.85 10.92   0.00
3/8/15/30    5 -15.27 42.85 10.93   0.00
3/14/25      4 -16.69 42.86 10.93   0.00
8/21/30      4 -16.69 42.87 10.94   0.00
3/6/14       4 -16.69 42.87 10.94   0.00
4/14/16/20   5 -15.28 42.87 10.94   0.00
8/15/21/24   6 -13.76 42.87 10.94   0.00
14/15/25/30  5 -15.29 42.88 10.95   0.00
14/15/20/25  5 -15.29 42.89 10.96   0.00
14/20/21/22  5 -15.29 42.89 10.96   0.00
13/15        3 -18.02 42.89 10.96   0.00
2/3/14/27    6 -13.77 42.89 10.96   0.00
21           2 -19.24 42.89 10.96   0.00
3/11/15/25   6 -13.77 42.90 10.97   0.00
3/13/15      4 -16.71 42.90 10.97   0.00
8/15/21/28   7 -12.12 42.90 10.97   0.00
14/21/22/25  5 -15.30 42.91 10.98   0.00
4/14/16/22   5 -15.30 42.91 10.98   0.00
14/18/22/27  5 -15.30 42.92 10.99   0.00
3/8/18/27    5 -15.31 42.92 10.99   0.00
15/30        3 -18.03 42.92 10.99   0.00
1/15/18/25   5 -15.31 42.93 11.00   0.00
1/3/15/23    6 -13.79 42.93 11.00   0.00
7/15/21/25   6 -13.79 42.94 11.01   0.00
4/15/30      4 -16.73 42.94 11.01   0.00
14/19/21/22  5 -15.32 42.94 11.02   0.00
4/5/14/16    5 -15.32 42.94 11.02   0.00
3/14/18/19   5 -15.32 42.95 11.02   0.00
5/11/15/21   6 -13.79 42.95 11.02   0.00
5/14/21/22   5 -15.32 42.95 11.02   0.00
14/19/22     4 -16.74 42.96 11.03   0.00
3/6/15       4 -16.74 42.96 11.03   0.00
1/12/15      4 -16.74 42.96 11.03   0.00
3/4/14/19    5 -15.33 42.96 11.03   0.00
8/16/21/30   5 -15.33 42.97 11.04   0.00
15/24        4 -16.75 42.98 11.05   0.00
15/18/21/30  5 -15.34 43.00 11.07   0.00
8/21/22      4 -16.76 43.00 11.07   0.00
1/5/15       4 -16.76 43.00 11.07   0.00
3/14/16      4 -16.76 43.00 11.07   0.00
4/15/17/27   6 -13.82 43.00 11.07   0.00
1/8/15/19    5 -15.35 43.01 11.08   0.00
11/14/18/21  6 -13.82 43.01 11.08   0.00
1/4/15/23    6 -13.83 43.01 11.08   0.00
4/12/15      4 -16.77 43.02 11.09   0.00
11/15/18/21  6 -13.83 43.02 11.09   0.00
12/14/21/27  5 -15.36 43.02 11.09   0.00
4/14/20/22   5 -15.36 43.02 11.09   0.00
1/3/8/22     5 -15.36 43.03 11.10   0.00
3/14/20      4 -16.77 43.03 11.10   0.00
15/16/25/27  5 -15.36 43.03 11.10   0.00
6/15         3 -18.09 43.04 11.11   0.00
3/7/12/21    6 -13.84 43.04 11.11   0.00
15/19/25/27  5 -15.37 43.05 11.12   0.00
3/8/14/18    5 -15.37 43.05 11.12   0.00
14/18/21/29  6 -13.85 43.06 11.13   0.00
1/8/15/28    7 -12.20 43.07 11.14   0.00
15/16/18/21  5 -15.38 43.07 11.14   0.00
7/14/22/27   6 -13.86 43.07 11.14   0.00
8/14/15/18   5 -15.38 43.07 11.14   0.00
5/14/15/25   5 -15.38 43.07 11.14   0.00
3/15/22/27   5 -15.38 43.07 11.14   0.00
8/14/16      4 -16.80 43.08 11.15   0.00
3/4/5/14     5 -15.39 43.08 11.15   0.00
12/13/15/21  5 -15.39 43.08 11.15   0.00
3/8/20/21    5 -15.39 43.08 11.16   0.00
1/3/14       4 -16.80 43.09 11.16   0.00
1/12/15/25   5 -15.39 43.09 11.16   0.00
4/14/17/18   6 -13.87 43.09 11.16   0.00
9/11/15/21   7 -12.21 43.10 11.17   0.00
7/8/14/22    5 -15.39 43.10 11.17   0.00
7/14/22      5 -15.39 43.10 11.17   0.00
3/21/30      4 -16.81 43.10 11.17   0.00
8/14/21/28   7 -12.22 43.10 11.18   0.00
15/18/25/27  5 -15.40 43.11 11.18   0.00
15/25/27/30  5 -15.40 43.11 11.18   0.00
3/12/14      4 -16.82 43.12 11.19   0.00
3/8/19/21    5 -15.41 43.12 11.19   0.00
4/14/18/26   6 -13.88 43.12 11.19   0.00
4/14/28      6 -13.88 43.12 11.19   0.00
1/15/20/28   7 -12.23 43.12 11.19   0.00
1/15/20/25   5 -15.41 43.12 11.19   0.00
1/14/15/18   5 -15.41 43.13 11.20   0.00
1/13/14/15   5 -15.41 43.13 11.20   0.00
1/14         3 -18.14 43.13 11.20   0.00
1/8/21/30    5 -15.42 43.14 11.21   0.00
1/6/15       4 -16.83 43.14 11.21   0.00
14/19/27     4 -16.83 43.14 11.21   0.00
15/18/27     4 -16.83 43.14 11.22   0.00
2/8/15/21    6 -13.89 43.15 11.22   0.00
15/22        3 -18.15 43.15 11.22   0.00
3/8/10/21    6 -13.89 43.15 11.22   0.00
1/3          3 -18.15 43.15 11.22   0.00
3/4/8/14     5 -15.42 43.15 11.22   0.00
1/4/9/15     6 -13.90 43.16 11.23   0.00
3/8/21/30    5 -15.42 43.16 11.23   0.00
4/14/23      5 -15.43 43.16 11.23   0.00
5/15         3 -18.15 43.16 11.23   0.00
7/14/27/30   6 -13.90 43.16 11.24   0.00
14/25        3 -18.16 43.18 11.25   0.00
1/12/14/21   5 -15.44 43.18 11.25   0.00
1/4/14/19    5 -15.44 43.18 11.25   0.00
8/13/15/30   5 -15.44 43.18 11.26   0.00
3/7/14       5 -15.44 43.19 11.26   0.00
3/7/8/14     5 -15.44 43.19 11.26   0.00
14/20        3 -18.16 43.19 11.26   0.00
2/3/15/21    6 -13.92 43.19 11.26   0.00
6/14         3 -18.17 43.19 11.26   0.00
3/6/15/27    5 -15.44 43.19 11.26   0.00
12/15/16/21  5 -15.44 43.19 11.27   0.00
4/5/14/25    5 -15.44 43.20 11.27   0.00
3/12/21      4 -16.86 43.20 11.27   0.00
3/21/22      4 -16.86 43.20 11.27   0.00
1/3/9/15     6 -13.92 43.20 11.27   0.00
8/14/19/27   5 -15.45 43.20 11.28   0.00
8/15/18/27   5 -15.45 43.21 11.28   0.00
14/16/27     4 -16.86 43.21 11.28   0.00
14/15/27/28  7 -12.27 43.21 11.28   0.00
1/5/15/25    5 -15.45 43.21 11.28   0.00
15/16        3 -18.18 43.22 11.29   0.00
4/8/14/19    5 -15.46 43.22 11.29   0.00
15/17/21     5 -15.46 43.22 11.29   0.00
3/16/18/21   5 -15.46 43.22 11.29   0.00
3/9/14/21    6 -13.93 43.22 11.29   0.00
7/15/30      5 -15.46 43.23 11.30   0.00
7/8/15/30    5 -15.46 43.23 11.30   0.00
1/7/14/22    6 -13.94 43.24 11.31   0.00
7/15/21/27   6 -13.94 43.24 11.31   0.00
1/6/15/25    5 -15.47 43.24 11.31   0.00
2/4/14/15    6 -13.94 43.24 11.32   0.00
8/14/19/22   5 -15.47 43.25 11.32   0.00
1/9/15/21    6 -13.94 43.25 11.32   0.00
15/18/21/27  5 -15.47 43.25 11.32   0.00
8/13/15/27   5 -15.47 43.25 11.33   0.00
3/4/21       4 -16.89 43.26 11.33   0.00
8/15/22/25   5 -15.48 43.26 11.33   0.00
3/15/20/27   5 -15.48 43.26 11.33   0.00
3/14/21/26   6 -13.95 43.26 11.33   0.00
7/8/14       4 -16.89 43.26 11.33   0.00
7/14         4 -16.89 43.26 11.33   0.00
4/5/14/20    5 -15.48 43.26 11.33   0.00
4/8/27/30    5 -15.48 43.27 11.34   0.00
13/15/16/21  5 -15.48 43.27 11.34   0.00
3/7/27/30    6 -13.96 43.27 11.35   0.00
12/15        3 -18.21 43.27 11.35   0.00
3/7/21/22    6 -13.96 43.28 11.35   0.00
14/21/29     5 -15.48 43.28 11.35   0.00
3/4/6/14     5 -15.48 43.28 11.35   0.00
7/15/19/21   6 -13.96 43.28 11.35   0.00
4/5/14/30    5 -15.49 43.28 11.35   0.00
15/20        3 -18.21 43.28 11.35   0.00
8/14/22/30   5 -15.49 43.28 11.35   0.00
4/8/14/30    5 -15.49 43.29 11.36   0.00
2/3/14/21    6 -13.97 43.29 11.36   0.00
12/14/22     4 -16.91 43.30 11.37   0.00
4/8/27       4 -16.91 43.30 11.37   0.00
3/4/14/16    5 -15.50 43.31 11.38   0.00
11/12/15/21  6 -13.97 43.31 11.38   0.00
14/22/25     4 -16.92 43.31 11.38   0.00
(Null)       1 -20.59 43.32 11.39   0.00
14/15/19/22  5 -15.51 43.32 11.39   0.00
4/5/13/14    5 -15.51 43.32 11.39   0.00
1/14/15/28   7 -12.33 43.32 11.39   0.00
14/15/24     5 -15.51 43.32 11.39   0.00
1/5/8/15     5 -15.51 43.32 11.39   0.00
4/6/14/19    5 -15.51 43.32 11.39   0.00
1/8/21       4 -16.92 43.33 11.40   0.00
3/16/17/21   6 -13.98 43.33 11.40   0.00
4/21         3 -18.24 43.33 11.40   0.00
8/14/18      4 -16.92 43.33 11.40   0.00
3/14/22/25   5 -15.51 43.33 11.40   0.00
3/13/14      4 -16.93 43.33 11.40   0.00
3/7/21/27    6 -13.99 43.33 11.41   0.00
3/14/17/21   6 -13.99 43.34 11.41   0.00
3/14/30      4 -16.93 43.34 11.41   0.00
8/13/14/27   5 -15.52 43.34 11.41   0.00
13/15/25/27  5 -15.52 43.34 11.41   0.00
3/25         3 -18.24 43.34 11.41   0.00
7/16/21/29   7 -12.34 43.34 11.41   0.00
1/8/14/27    5 -15.52 43.34 11.42   0.00
4/5/12/14    5 -15.52 43.34 11.42   0.00
4/14/15/23   6 -13.99 43.35 11.42   0.00
4/13/27/29   6 -13.99 43.35 11.42   0.00
4/8/21       4 -16.94 43.35 11.42   0.00
4/12/14/22   5 -15.52 43.35 11.42   0.00
3/4/18/27    5 -15.52 43.35 11.42   0.00
4/6/8/14     5 -15.52 43.35 11.42   0.00
13/14        3 -18.25 43.35 11.42   0.00
3/4/8/27     5 -15.52 43.36 11.43   0.00
3/4/27       4 -16.94 43.36 11.43   0.00
8/12/14/22   5 -15.53 43.37 11.44   0.00
8/14/15/19   5 -15.53 43.37 11.44   0.00
12/15/20/21  5 -15.53 43.38 11.45   0.00
14/15/18/19  5 -15.54 43.38 11.45   0.00
1/3/15/29    6 -14.01 43.38 11.45   0.00
3/21/27      4 -16.95 43.38 11.45   0.00
3/4/8/21     5 -15.54 43.39 11.46   0.00
15/18/20/21  5 -15.54 43.39 11.46   0.00
1/4/8/14     5 -15.54 43.39 11.46   0.00
9/15/21/25   6 -14.02 43.39 11.46   0.00
9/14/21      5 -15.54 43.40 11.47   0.00
8/14/30      4 -16.96 43.40 11.47   0.00
8            2 -19.49 43.40 11.47   0.00
1/8/22/30    5 -15.55 43.40 11.47   0.00
11/15/16/21  6 -14.03 43.41 11.48   0.00
7/15/20/21   6 -14.03 43.41 11.48   0.00
14/15/28/29  8 -10.58 43.41 11.48   0.00
8/14/20/27   5 -15.55 43.41 11.48   0.00
12/15/21/30  5 -15.55 43.41 11.49   0.00
3/8/13/21    5 -15.55 43.42 11.49   0.00
3/12/18/21   5 -15.56 43.42 11.49   0.00
3/5/15/27    5 -15.56 43.42 11.49   0.00
15/24/25     5 -15.56 43.42 11.49   0.00
7/15/21/22   6 -14.03 43.42 11.49   0.00
15/16/19/25  5 -15.56 43.42 11.49   0.00
3/12/15      4 -16.97 43.43 11.50   0.00
8/15/20/30   5 -15.56 43.43 11.50   0.00
8/14/22/25   5 -15.56 43.43 11.50   0.00
3/15/20      4 -16.98 43.43 11.50   0.00
1/8/15/20    5 -15.56 43.43 11.50   0.00
3/12/15/27   5 -15.56 43.44 11.51   0.00
13/15/18/21  5 -15.57 43.44 11.51   0.00
1/3/15/26    6 -14.04 43.44 11.51   0.00
1/8/12/15    5 -15.57 43.44 11.51   0.00
3/15/27/30   5 -15.57 43.44 11.51   0.00
3/15/16/27   5 -15.57 43.44 11.51   0.00
1/3/15/17    6 -14.04 43.44 11.51   0.00
6/11/15/21   6 -14.04 43.45 11.52   0.00
1/3/14/22    5 -15.57 43.45 11.52   0.00
3/5/15       4 -16.99 43.45 11.52   0.00
4/27         3 -18.30 43.45 11.52   0.00
3/15/21/26   6 -14.05 43.46 11.53   0.00
3/6/14/15    5 -15.57 43.46 11.53   0.00
3/15/30      4 -16.99 43.46 11.53   0.00
3/15/22      4 -16.99 43.46 11.53   0.00
3/15/16      4 -16.99 43.46 11.53   0.00
4/14/22/30   5 -15.58 43.46 11.53   0.00
3/8/27/30    5 -15.58 43.47 11.54   0.00
14/20/27     4 -16.99 43.47 11.54   0.00
5/14         3 -18.31 43.47 11.54   0.00
8/12/14      4 -17.00 43.47 11.54   0.00
3/14/18/20   5 -15.58 43.48 11.55   0.00
1/3/8        4 -17.00 43.48 11.55   0.00
4/13/14/22   5 -15.59 43.48 11.55   0.00
15/18/19/21  5 -15.59 43.48 11.55   0.00
4/7/14/20    6 -14.06 43.48 11.55   0.00
8/10/15/21   6 -14.06 43.48 11.55   0.00
3/8/21/29    6 -14.06 43.49 11.56   0.00
15/20/21/30  5 -15.59 43.49 11.56   0.00
14/30        3 -18.32 43.50 11.57   0.00
11/15/21/27  6 -14.07 43.50 11.57   0.00
15/18/21/22  5 -15.60 43.50 11.57   0.00
8/15/27/29   6 -14.07 43.50 11.57   0.00
7/15/25/30   6 -14.07 43.50 11.57   0.00
4/7/14/16    6 -14.07 43.51 11.58   0.00
3/21/25      4 -17.01 43.51 11.58   0.00
1/14/15/30   5 -15.60 43.51 11.58   0.00
8/15/16/27   5 -15.60 43.51 11.58   0.00
1/4/14/20    5 -15.60 43.52 11.59   0.00
7/13/15/21   6 -14.08 43.52 11.59   0.00
8/15/18      4 -17.02 43.52 11.59   0.00
4/15/16      4 -17.02 43.52 11.59   0.00
11/14/16/21  6 -14.08 43.52 11.59   0.00
4/15/22      4 -17.02 43.53 11.60   0.00
11/14/21/22  6 -14.08 43.53 11.60   0.00
5/14/21/28   7 -12.43 43.53 11.60   0.00
6/15/18/21   5 -15.61 43.53 11.60   0.00
4/15/20      4 -17.03 43.53 11.60   0.00
4/13/15      4 -17.03 43.53 11.60   0.00
1/5/15/28    7 -12.43 43.53 11.60   0.00
15/27/30     4 -17.03 43.54 11.61   0.00
1/8/15/18    5 -15.62 43.54 11.61   0.00
13/15/21/27  5 -15.62 43.54 11.61   0.00
8/15/22/30   5 -15.62 43.54 11.61   0.00
3/13/14/15   5 -15.62 43.54 11.61   0.00
12/15/21/27  5 -15.62 43.54 11.62   0.00
4/18/27/29   6 -14.09 43.54 11.62   0.00
3/15/21/23   6 -14.09 43.54 11.62   0.00
6/12/15/21   5 -15.62 43.55 11.62   0.00
3/5/14       4 -17.04 43.55 11.62   0.00
3/14/21/24   6 -14.10 43.56 11.63   0.00
15/16/21/30  5 -15.62 43.56 11.63   0.00
4/9/14       5 -15.62 43.56 11.63   0.00
1/3/10/15    6 -14.10 43.56 11.63   0.00
3/8/21/25    5 -15.63 43.56 11.63   0.00
3/20/21      4 -17.04 43.56 11.63   0.00
3/10/18/21   6 -14.10 43.57 11.64   0.00
13/15/21/30  5 -15.63 43.57 11.64   0.00
4/7/14/19    6 -14.10 43.57 11.64   0.00
13/15/27     4 -17.04 43.57 11.64   0.00
3/7/14/22    6 -14.11 43.57 11.64   0.00
3/14/15/20   5 -15.63 43.57 11.64   0.00
3/6/14/18    5 -15.63 43.57 11.65   0.00
14/21/26     5 -15.63 43.57 11.65   0.00
3/13/21      4 -17.05 43.57 11.65   0.00
1/11/15/28   8 -10.66 43.58 11.65   0.00
1/14/15/16   5 -15.64 43.58 11.65   0.00
5/15/18/21   5 -15.64 43.58 11.65   0.00
8/15/22      4 -17.05 43.58 11.65   0.00
4/15/25/28   7 -12.46 43.58 11.65   0.00
3/7/15/25    6 -14.11 43.58 11.65   0.00
11/15/20/21  6 -14.11 43.58 11.66   0.00
3/8/15/18    5 -15.64 43.59 11.66   0.00
3/6/8/21     5 -15.64 43.59 11.66   0.00
12/15/21/22  5 -15.64 43.59 11.66   0.00
15/21/27/30  5 -15.64 43.59 11.66   0.00
1/7/8/15     5 -15.64 43.59 11.66   0.00
1/7/15       5 -15.64 43.59 11.66   0.00
15/19/27     4 -17.06 43.60 11.67   0.00
12/15/19/21  5 -15.65 43.60 11.67   0.00
15/16/21/27  5 -15.65 43.60 11.67   0.00
3/5/8/21     5 -15.65 43.60 11.68   0.00
3/6/21       4 -17.06 43.61 11.68   0.00
15/16/21/29  6 -14.13 43.61 11.68   0.00
8/14/17/21   6 -14.13 43.61 11.68   0.00
15/16/20/21  5 -15.65 43.61 11.69   0.00
7/15/21/29   7 -12.47 43.62 11.69   0.00
3/7/27/29    7 -12.48 43.62 11.69   0.00
7/14/15      5 -15.66 43.63 11.70   0.00
7/8/14/15    5 -15.66 43.63 11.70   0.00
8/15/16/30   5 -15.66 43.63 11.70   0.00
5/12/15/21   5 -15.66 43.63 11.70   0.00
3/22         3 -18.39 43.63 11.70   0.00
1/15/21/29   6 -14.14 43.64 11.71   0.00
3/14/21/23   6 -14.14 43.64 11.71   0.00
8/15/22/27   5 -15.66 43.64 11.71   0.00
11/15/19/21  6 -14.14 43.64 11.71   0.00
11/15/21/22  6 -14.14 43.64 11.71   0.00
11/13/15/21  6 -14.14 43.64 11.71   0.00
8/15/19/27   5 -15.67 43.64 11.71   0.00
3/7/21/30    6 -14.14 43.64 11.72   0.00
12/15/21/28  7 -12.49 43.65 11.72   0.00
7/8/15/27    5 -15.67 43.65 11.72   0.00
7/15/27      5 -15.67 43.65 11.72   0.00
2/15/21      5 -15.67 43.66 11.73   0.00
7/21         4 -17.09 43.66 11.73   0.00
7/8/21       4 -17.09 43.66 11.73   0.00
15/21/25/28  7 -12.50 43.66 11.73   0.00
1/15/24      5 -15.68 43.66 11.73   0.00
15/22/25/27  5 -15.68 43.66 11.73   0.00
1/14/19/22   5 -15.68 43.66 11.73   0.00
4/14/26      5 -15.68 43.66 11.74   0.00
8/15/24/30   6 -14.16 43.67 11.74   0.00
3/4/15/18    5 -15.69 43.68 11.75   0.00
3/10/18      5 -15.69 43.68 11.75   0.00
8/15/18/25   5 -15.69 43.68 11.75   0.00
8/15/19/30   5 -15.69 43.68 11.75   0.00
1/8/14       4 -17.10 43.68 11.75   0.00
13/15/20/21  5 -15.69 43.68 11.75   0.00
8/13/14/15   5 -15.69 43.68 11.75   0.00
4/14/17      5 -15.69 43.68 11.75   0.00
3/5/21       4 -17.10 43.68 11.75   0.00
14/15/23/27  6 -14.16 43.68 11.76   0.00
8/13/15      4 -17.10 43.69 11.76   0.00
14/15/18/20  5 -15.69 43.69 11.76   0.00
4            2 -19.64 43.69 11.76   0.00
1/6/14/15    5 -15.69 43.69 11.77   0.00
1/6/8/15     5 -15.70 43.70 11.77   0.00
4/8/14/20    5 -15.70 43.70 11.77   0.00
13/14/27     4 -17.11 43.70 11.77   0.00
3/7/8        4 -17.11 43.71 11.78   0.00
3/7          4 -17.11 43.71 11.78   0.00
3/8/22       4 -17.11 43.71 11.78   0.00
8/19/21      4 -17.11 43.71 11.78   0.00
14/21/24     5 -15.70 43.71 11.78   0.00
8/21/29      5 -15.70 43.71 11.78   0.00
4/7/14/30    6 -14.18 43.71 11.78   0.00
3/4/7/27     6 -14.18 43.71 11.78   0.00
11/15/25     5 -15.70 43.71 11.78   0.00
3/4/14/20    5 -15.70 43.72 11.79   0.00
8/15/21/23   6 -14.18 43.72 11.79   0.00
5/15/21/29   6 -14.18 43.72 11.79   0.00
5/8/15/27    5 -15.71 43.72 11.79   0.00
13/14/21/28  7 -12.53 43.72 11.79   0.00
4/12/14/16   5 -15.71 43.72 11.79   0.00
8/15/19/25   5 -15.71 43.73 11.80   0.00
1/15/27/30   5 -15.71 43.73 11.80   0.00
15/16/19/21  5 -15.71 43.73 11.80   0.00
8/12/14/15   5 -15.71 43.73 11.80   0.00
16/21        3 -18.44 43.73 11.80   0.00
