
Call:
model.avg(object = spmsc_consensus@objects)

Component model call: 
lmer(formula = BTM ~ <31931 unique rhs>, data = data)

Component models: 
                    df logLik   AICc delta weight
2/4/11/16/17/21/27  10 -46.50 122.99 29.55   0.00
2/3/6/16/21/26      10 -46.50 122.99 29.55   0.00
2/5/11/15/16/17/21  10 -46.50 122.99 29.55   0.00
2/4/10/16/21/24/28  10 -46.50 122.99 29.55   0.00
2/8/16/21/26/27/32  12 -41.70 122.99 29.55   0.00
1/2/4/8/16/21/26    11 -44.21 122.99 29.55   0.00
2/9/10/12/16/21/24  10 -46.50 122.99 29.55   0.00
1/2/8/16/21/29/30   10 -46.50 122.99 29.55   0.00
1/2/12/13/16/21/28  11 -44.21 122.99 29.55   0.00
2/16/17/21/23/27/29 10 -46.50 123.00 29.55   0.00
2/3/7/16/18/21/26   11 -44.21 123.00 29.55   0.00
1/2/16/19/21/31/32  13 -38.92 123.00 29.55   0.00
2/9/10/14/15/16/21  11 -44.21 123.00 29.55   0.00
2/16/17/19/21/25/31 12 -41.70 123.00 29.55   0.00
1/2/8/16/21/30/32   11 -44.21 123.00 29.56   0.00
2/9/11/16/21/22/26  11 -44.21 123.00 29.56   0.00
2/5/9/14/16/20/21   11 -44.21 123.00 29.56   0.00
2/8/16/17/20/21/28  10 -46.50 123.00 29.56   0.00
2/7/8/14/16/21/24   11 -44.21 123.00 29.56   0.00
1/2/5/16/21/23/33   10 -46.50 123.00 29.56   0.00
2/4/11/12/13/16/21  11 -44.21 123.00 29.56   0.00
2/10/12/16/21/22/27 10 -46.50 123.00 29.56   0.00
2/4/16/21/24/28/33  10 -46.50 123.00 29.56   0.00
2/3/13/16/19/21/22  11 -44.21 123.00 29.56   0.00
2/4/5/10/16/21/28   10 -46.50 123.00 29.56   0.00
2/7/8/13/16/21/24   11 -44.21 123.00 29.56   0.00
2/7/8/13/16/21/22   11 -44.21 123.00 29.56   0.00
2/7/16/17/21/22/27  10 -46.50 123.00 29.56   0.00
2/16/21/22/25/26/28 11 -44.21 123.00 29.56   0.00
2/14/16/18/21/22/29 11 -44.21 123.00 29.56   0.00
2/6/12/16/17/21/32  11 -44.22 123.00 29.56   0.00
2/5/8/16/21/28/29   10 -46.50 123.00 29.56   0.00
2/11/16/21/29/30/33 10 -46.50 123.00 29.56   0.00
2/12/13/16/21/23/30 11 -44.22 123.00 29.56   0.00
2/6/9/16/17/21/22   10 -46.50 123.00 29.56   0.00
2/4/6/13/16/21/33   11 -44.22 123.00 29.56   0.00
2/7/10/12/16/21/33  10 -46.50 123.01 29.56   0.00
2/10/13/16/21/23/28 11 -44.22 123.01 29.56   0.00
2/16/20/21/22/24/28 10 -46.50 123.01 29.56   0.00
2/6/16/17/21/23/33  10 -46.50 123.01 29.56   0.00
2/7/8/16/17/21/22   10 -46.50 123.01 29.56   0.00
1/2/4/13/16/21/29   11 -44.22 123.01 29.56   0.00
2/14/15/16/21/28/33 11 -44.22 123.01 29.57   0.00
1/2/8/16/21/27/33   10 -46.50 123.01 29.57   0.00
2/9/10/16/21/27/32  11 -44.22 123.01 29.57   0.00
2/6/10/16/17/21/23  10 -46.50 123.01 29.57   0.00
2/10/13/16/18/21/33 11 -44.22 123.01 29.57   0.00
1/2/8/11/16/21/24   10 -46.51 123.01 29.57   0.00
2/3/7/16/17/18/21   10 -46.51 123.01 29.57   0.00
2/6/12/16/21/24/26  11 -44.22 123.01 29.57   0.00
2/9/16/17/21/25/30  10 -46.51 123.01 29.57   0.00
2/7/10/16/21/22/33  10 -46.51 123.01 29.57   0.00
2/5/7/9/16/17/21    10 -46.51 123.01 29.57   0.00
2/7/13/16/21/27/30  11 -44.22 123.01 29.57   0.00
2/5/6/9/16/17/21    10 -46.51 123.01 29.57   0.00
2/5/8/9/16/21/24    10 -46.51 123.01 29.57   0.00
2/7/9/12/16/17/21   10 -46.51 123.01 29.57   0.00
2/8/15/16/17/21/33  10 -46.51 123.01 29.57   0.00
2/4/5/10/16/21/29   10 -46.51 123.01 29.57   0.00
2/4/9/13/16/20/21   11 -44.22 123.01 29.57   0.00
2/3/12/15/16/21/30  10 -46.51 123.01 29.57   0.00
2/10/16/19/21/31/33 12 -41.71 123.02 29.57   0.00
2/10/16/19/21/27/31 12 -41.71 123.02 29.57   0.00
2/10/16/21/22/26/29 11 -44.22 123.02 29.57   0.00
2/6/10/16/21/22/30  10 -46.51 123.02 29.58   0.00
2/7/13/16/20/21/25  11 -44.22 123.02 29.58   0.00
2/8/16/17/21/22/32  11 -44.22 123.02 29.58   0.00
2/7/14/15/16/21/29  11 -44.22 123.02 29.58   0.00
2/6/14/16/21/28/30  11 -44.22 123.02 29.58   0.00
2/5/10/16/21/23/25  10 -46.51 123.02 29.58   0.00
2/9/13/16/18/21/32  12 -41.71 123.02 29.58   0.00
1/2/8/9/16/21/32    11 -44.22 123.02 29.58   0.00
2/9/10/16/21/26/30  11 -44.22 123.02 29.58   0.00
2/8/12/16/21/22/33  10 -46.51 123.02 29.58   0.00
2/7/12/16/17/21/30  10 -46.51 123.02 29.58   0.00
1/2/6/8/14/16/21    11 -44.23 123.02 29.58   0.00
2/7/12/16/17/21/27  10 -46.51 123.02 29.58   0.00
2/8/16/21/22/24/30  10 -46.51 123.02 29.58   0.00
1/2/6/10/16/20/21   10 -46.51 123.03 29.58   0.00
2/5/16/21/26/28/29  11 -44.23 123.03 29.58   0.00
2/4/13/16/21/27/30  11 -44.23 123.03 29.58   0.00
2/12/14/16/21/27/28 11 -44.23 123.03 29.59   0.00
1/2/13/16/21/23/28  11 -44.23 123.03 29.59   0.00
2/9/14/16/18/21/33  11 -44.23 123.03 29.59   0.00
2/12/14/15/16/21/27 11 -44.23 123.03 29.59   0.00
2/7/13/15/16/21/24  11 -44.23 123.03 29.59   0.00
2/8/16/21/24/30/32  11 -44.23 123.03 29.59   0.00
2/6/10/16/21/25/26  11 -44.23 123.03 29.59   0.00
2/12/16/19/21/31/32 13 -38.94 123.03 29.59   0.00
2/8/16/21/25/26/27  11 -44.23 123.03 29.59   0.00
1/2/3/12/16/21       9 -48.60 123.03 29.59   0.00
2/10/14/16/18/21/27 11 -44.23 123.03 29.59   0.00
2/4/5/6/16/17/21    10 -46.52 123.03 29.59   0.00
2/6/13/16/18/21/32  12 -41.72 123.03 29.59   0.00
2/5/11/16/21/22/26  11 -44.23 123.03 29.59   0.00
2/9/16/21/22/25/33  10 -46.52 123.03 29.59   0.00
2/11/14/16/21/23/30 11 -44.23 123.03 29.59   0.00
2/16/20/21/24/30/33 10 -46.52 123.03 29.59   0.00
2/10/12/16/20/21/29 10 -46.52 123.03 29.59   0.00
2/4/14/16/21/22/29  11 -44.23 123.03 29.59   0.00
2/3/5/16/21/27       9 -48.60 123.03 29.59   0.00
2/5/16/20/21/22/32  11 -44.23 123.04 29.59   0.00
2/6/16/21/24/30/32  11 -44.23 123.04 29.59   0.00
2/11/12/16/21/24/26 11 -44.23 123.04 29.59   0.00
2/8/13/16/17/21/28  11 -44.23 123.04 29.60   0.00
1/2/12/14/15/16/21  11 -44.23 123.04 29.60   0.00
2/6/16/21/25/26/32  12 -41.72 123.04 29.60   0.00
1/2/16/21/22/27/30  10 -46.52 123.04 29.60   0.00
1/2/11/13/16/21/28  11 -44.23 123.04 29.60   0.00
2/7/16/17/21/22/30  10 -46.52 123.04 29.60   0.00
2/15/16/17/21/30/33 10 -46.52 123.04 29.60   0.00
1/2/16/21/25/27/32  11 -44.23 123.04 29.60   0.00
1/2/4/16/17/20/21   10 -46.52 123.04 29.60   0.00
1/2/8/10/16/21/27   10 -46.52 123.04 29.60   0.00
2/4/13/16/20/21/25  11 -44.24 123.04 29.60   0.00
2/13/16/21/22/23/30 11 -44.24 123.04 29.60   0.00
2/9/11/13/16/20/21  11 -44.24 123.04 29.60   0.00
2/13/15/16/19/21/31 13 -38.94 123.04 29.60   0.00
2/4/8/16/17/21/33   10 -46.52 123.04 29.60   0.00
2/4/5/16/21/31      11 -44.24 123.04 29.60   0.00
2/16/19/21/24/30/31 12 -41.72 123.05 29.60   0.00
2/16/19/21/31/32/33 13 -38.94 123.05 29.60   0.00
2/7/16/21/22/26/27  11 -44.24 123.05 29.61   0.00
2/5/7/16/17/21/28   10 -46.52 123.05 29.61   0.00
2/5/8/12/16/21/22   10 -46.52 123.05 29.61   0.00
2/16/21/26/27/28/29 11 -44.24 123.05 29.61   0.00
1/2/7/16/21/28/31   12 -41.73 123.05 29.61   0.00
2/10/12/16/21/30/32 11 -44.24 123.05 29.61   0.00
2/10/16/20/21/22/30 10 -46.53 123.05 29.61   0.00
2/8/10/16/17/21/32  11 -44.24 123.05 29.61   0.00
2/6/10/16/21/29/30  10 -46.53 123.05 29.61   0.00
2/11/16/21/25/26/33 11 -44.24 123.05 29.61   0.00
2/9/16/21/29/30/32  11 -44.24 123.05 29.61   0.00
2/6/8/16/17/21/27   10 -46.53 123.05 29.61   0.00
2/4/15/16/21/24/26  11 -44.24 123.05 29.61   0.00
2/4/15/16/17/21/24  10 -46.53 123.05 29.61   0.00
1/2/3/11/16/18/21   10 -46.53 123.05 29.61   0.00
2/5/8/13/16/21/23   11 -44.24 123.05 29.61   0.00
2/3/6/7/8/16/21     10 -46.53 123.05 29.61   0.00
1/2/7/16/17/21/25   10 -46.53 123.05 29.61   0.00
2/5/6/16/21/22/25   10 -46.53 123.05 29.61   0.00
2/13/16/19/21/28/31 13 -38.95 123.05 29.61   0.00
2/8/11/14/16/21/28  11 -44.24 123.05 29.61   0.00
2/3/16/21/26/30     10 -46.53 123.06 29.61   0.00
2/6/11/13/16/21/33  11 -44.24 123.06 29.61   0.00
2/16/17/21/22/23/32 11 -44.24 123.06 29.62   0.00
2/7/14/16/21/22/29  11 -44.24 123.06 29.62   0.00
2/9/16/21/25/26/29  11 -44.24 123.06 29.62   0.00
2/8/16/21/25/29/32  11 -44.24 123.06 29.62   0.00
2/16/21/22/25/26/29 11 -44.24 123.06 29.62   0.00
2/16/21/22/28/29/33 10 -46.53 123.06 29.62   0.00
1/2/11/16/21/27/33  10 -46.53 123.06 29.62   0.00
2/3/9/16/21/28/33   10 -46.53 123.06 29.62   0.00
1/2/12/14/16/21/28  11 -44.24 123.06 29.62   0.00
2/13/15/16/21/22/24 11 -44.24 123.06 29.62   0.00
2/8/13/16/21/26/30  12 -41.73 123.06 29.62   0.00
2/7/11/13/16/21/26  12 -41.73 123.06 29.62   0.00
2/7/14/16/18/21/26  12 -41.73 123.06 29.62   0.00
2/6/16/17/20/21/32  11 -44.25 123.06 29.62   0.00
2/4/9/13/16/21/27   11 -44.25 123.06 29.62   0.00
2/16/20/21/22/24/27 10 -46.53 123.06 29.62   0.00
2/11/16/17/20/21/28 10 -46.53 123.06 29.62   0.00
2/4/8/16/21/26/28   11 -44.25 123.06 29.62   0.00
2/3/16/21/28/29      9 -48.62 123.06 29.62   0.00
2/16/21/22/23/24/26 11 -44.25 123.06 29.62   0.00
2/3/9/16/20/21/28   10 -46.53 123.06 29.62   0.00
2/8/11/16/21/26/32  12 -41.73 123.07 29.62   0.00
2/5/8/16/21/25/26   11 -44.25 123.07 29.62   0.00
2/10/14/16/18/21/25 11 -44.25 123.07 29.62   0.00
2/3/10/16/21/27      9 -48.62 123.07 29.62   0.00
2/5/9/13/16/21/23   11 -44.25 123.07 29.62   0.00
2/7/16/20/21/31     11 -44.25 123.07 29.63   0.00
2/5/15/16/21/29/32  11 -44.25 123.07 29.63   0.00
2/6/16/18/21/22/31  12 -41.73 123.07 29.63   0.00
2/4/11/14/16/21/23  11 -44.25 123.07 29.63   0.00
2/10/16/21/26/28/33 11 -44.25 123.07 29.63   0.00
2/5/13/16/21/29     10 -46.53 123.07 29.63   0.00
2/9/16/21/26/27/30  11 -44.25 123.07 29.63   0.00
2/3/11/16/21/33      9 -48.62 123.07 29.63   0.00
2/10/11/16/21/24/28 10 -46.53 123.07 29.63   0.00
2/10/14/15/16/21/28 11 -44.25 123.07 29.63   0.00
2/8/9/16/21/26/32   12 -41.74 123.07 29.63   0.00
2/13/16/18/21/23/26 12 -41.74 123.07 29.63   0.00
1/2/16/21/27/29/30  10 -46.54 123.07 29.63   0.00
2/11/16/20/21/26/30 11 -44.25 123.07 29.63   0.00
1/2/11/16/17/21/28  10 -46.54 123.07 29.63   0.00
2/3/16/19/21/26/27  11 -44.25 123.07 29.63   0.00
2/5/12/16/21/23/26  11 -44.25 123.07 29.63   0.00
2/4/16/21/23/26/27  11 -44.25 123.07 29.63   0.00
2/8/9/16/21/22/26   11 -44.25 123.07 29.63   0.00
2/5/11/16/21/24/27  10 -46.54 123.07 29.63   0.00
2/5/16/21/25/27/30  10 -46.54 123.07 29.63   0.00
2/5/7/16/21/25/26   11 -44.25 123.08 29.63   0.00
2/7/14/16/20/21/24  11 -44.25 123.08 29.64   0.00
2/12/16/21/22/25/33 10 -46.54 123.08 29.64   0.00
1/2/8/16/21/24/30   10 -46.54 123.08 29.64   0.00
2/6/8/16/17/21/25   10 -46.54 123.08 29.64   0.00
1/2/3/16/18/21/22   10 -46.54 123.08 29.64   0.00
2/6/9/10/16/21/26   11 -44.25 123.08 29.64   0.00
2/8/10/16/21/26/29  11 -44.25 123.08 29.64   0.00
2/6/8/14/16/21/25   11 -44.25 123.08 29.64   0.00
1/2/16/21/26/28/29  11 -44.25 123.08 29.64   0.00
2/6/16/21/22/26/32  12 -41.74 123.08 29.64   0.00
2/8/9/13/16/21/24   11 -44.25 123.08 29.64   0.00
2/16/21/22/23/32/33 11 -44.25 123.08 29.64   0.00
2/12/13/16/21/22/23 11 -44.25 123.08 29.64   0.00
2/3/9/13/16/21      10 -46.54 123.08 29.64   0.00
2/8/10/16/21/24/25  10 -46.54 123.08 29.64   0.00
2/6/14/16/21/23/27  11 -44.25 123.08 29.64   0.00
2/5/12/16/21/22/30  10 -46.54 123.08 29.64   0.00
2/12/16/21/30/32/33 11 -44.25 123.08 29.64   0.00
2/8/10/11/16/21/24  10 -46.54 123.08 29.64   0.00
2/4/13/16/21/25/32  12 -41.74 123.08 29.64   0.00
2/7/13/16/21/23/24  11 -44.26 123.08 29.64   0.00
2/5/12/16/21/24/29  10 -46.54 123.08 29.64   0.00
2/6/8/13/16/21/29   11 -44.26 123.08 29.64   0.00
2/5/6/10/16/21/28   10 -46.54 123.09 29.64   0.00
2/3/7/12/16/21/23   10 -46.54 123.09 29.64   0.00
2/4/11/16/21/24/33  10 -46.54 123.09 29.64   0.00
2/16/18/20/21/27/31 12 -41.74 123.09 29.64   0.00
2/6/10/16/21/27/32  11 -44.26 123.09 29.64   0.00
2/4/11/13/16/21/29  11 -44.26 123.09 29.64   0.00
2/5/10/11/16/21/28  10 -46.54 123.09 29.65   0.00
2/4/16/17/20/21/28  10 -46.54 123.09 29.65   0.00
2/16/20/21/25/26/28 11 -44.26 123.09 29.65   0.00
2/4/13/16/21/25/27  11 -44.26 123.09 29.65   0.00
2/14/16/17/21/27    10 -46.54 123.09 29.65   0.00
2/10/16/21/28/31    11 -44.26 123.09 29.65   0.00
2/4/14/16/21/25/30  11 -44.26 123.09 29.65   0.00
2/6/11/16/21/28/31  12 -41.75 123.09 29.65   0.00
2/9/16/21/22/30/33  10 -46.55 123.09 29.65   0.00
2/16/21/23/25/26/32 12 -41.75 123.09 29.65   0.00
2/8/16/20/21/24/29  10 -46.55 123.09 29.65   0.00
2/8/14/16/21/28/30  11 -44.26 123.09 29.65   0.00
1/2/13/16/18/21/33  11 -44.26 123.09 29.65   0.00
2/8/9/16/17/21/27   10 -46.55 123.09 29.65   0.00
2/7/16/17/21/22/25  10 -46.55 123.09 29.65   0.00
2/3/16/18/21/27/33  10 -46.55 123.10 29.65   0.00
2/11/16/21/26/27/30 11 -44.26 123.10 29.65   0.00
2/8/12/14/15/16/21  11 -44.26 123.10 29.66   0.00
2/4/8/14/16/21/32   12 -41.75 123.10 29.66   0.00
1/2/14/16/21/23/28  11 -44.26 123.10 29.66   0.00
2/3/6/16/21/22/23   10 -46.55 123.10 29.66   0.00
2/16/20/21/26/29/30 11 -44.26 123.10 29.66   0.00
2/8/13/16/21/22/30  11 -44.26 123.10 29.66   0.00
2/4/6/14/16/21/27   11 -44.26 123.10 29.66   0.00
2/3/8/16/18/21/26   11 -44.27 123.10 29.66   0.00
2/15/16/17/21/22/33 10 -46.55 123.10 29.66   0.00
2/5/8/11/16/21/22   10 -46.55 123.10 29.66   0.00
2/7/16/18/21/24/31  12 -41.75 123.10 29.66   0.00
2/12/16/21/22/30/33 10 -46.55 123.11 29.66   0.00
2/16/21/23/24/25/26 11 -44.27 123.11 29.66   0.00
1/2/5/15/16/17/21   10 -46.55 123.11 29.66   0.00
1/2/5/9/16/21/25    10 -46.55 123.11 29.66   0.00
1/2/6/10/16/21/27   10 -46.55 123.11 29.67   0.00
2/3/9/16/18/21/32   11 -44.27 123.11 29.67   0.00
2/9/16/17/21/28/31  12 -41.75 123.11 29.67   0.00
1/2/6/16/21/22/32   11 -44.27 123.11 29.67   0.00
2/10/11/16/21/22/25 10 -46.55 123.11 29.67   0.00
2/13/14/16/21/25    11 -44.27 123.11 29.67   0.00
2/9/11/12/16/21/26  11 -44.27 123.11 29.67   0.00
1/2/6/13/16/21/28   11 -44.27 123.11 29.67   0.00
2/10/16/20/21/22/27 10 -46.56 123.11 29.67   0.00
2/4/8/16/21/22/26   11 -44.27 123.11 29.67   0.00
2/7/8/12/16/17/21   10 -46.56 123.11 29.67   0.00
2/6/13/16/20/21/33  11 -44.27 123.11 29.67   0.00
2/10/16/20/21/30/33 10 -46.56 123.11 29.67   0.00
2/8/16/20/21/26/29  11 -44.27 123.11 29.67   0.00
2/4/11/16/17/20/21  10 -46.56 123.11 29.67   0.00
2/6/9/12/14/16/21   11 -44.27 123.11 29.67   0.00
2/3/5/15/16/20/21   10 -46.56 123.11 29.67   0.00
2/5/6/16/21/22/26   11 -44.27 123.11 29.67   0.00
2/16/21/25/27/29/32 11 -44.27 123.11 29.67   0.00
2/10/16/18/20/21/31 12 -41.76 123.11 29.67   0.00
1/2/12/16/20/21/24  10 -46.56 123.11 29.67   0.00
2/7/10/13/16/21/23  11 -44.27 123.11 29.67   0.00
2/7/9/16/21/26/27   11 -44.27 123.11 29.67   0.00
2/4/14/16/21/27/29  11 -44.27 123.11 29.67   0.00
2/8/12/14/16/21/23  11 -44.27 123.11 29.67   0.00
2/7/13/16/21/23/33  11 -44.27 123.11 29.67   0.00
2/9/16/21/22/26/29  11 -44.27 123.11 29.67   0.00
2/3/4/16/21/22/23   10 -46.56 123.12 29.67   0.00
1/2/14/16/18/21/24  11 -44.27 123.12 29.67   0.00
2/11/16/21/24/29/30 10 -46.56 123.12 29.67   0.00
2/6/14/16/21/23/30  11 -44.27 123.12 29.67   0.00
2/8/9/14/16/21/27   11 -44.27 123.12 29.67   0.00
2/3/9/16/21/23/29   10 -46.56 123.12 29.67   0.00
2/16/21/24/27/29/30 10 -46.56 123.12 29.68   0.00
2/5/9/16/21/29/30   10 -46.56 123.12 29.68   0.00
2/10/16/21/25/27/29 10 -46.56 123.12 29.68   0.00
2/7/8/14/16/21/33   11 -44.27 123.12 29.68   0.00
2/6/13/15/16/17/21  11 -44.27 123.12 29.68   0.00
2/9/16/20/21/26/30  11 -44.27 123.12 29.68   0.00
2/6/16/20/21/25/26  11 -44.28 123.12 29.68   0.00
2/4/5/16/21/27/33   10 -46.56 123.12 29.68   0.00
2/10/12/16/21/22/25 10 -46.56 123.12 29.68   0.00
2/7/16/20/21/26/32  12 -41.76 123.12 29.68   0.00
2/4/16/20/21/24/33  10 -46.56 123.12 29.68   0.00
2/10/16/21/23/26/33 11 -44.28 123.12 29.68   0.00
2/9/14/16/21/23/29  11 -44.28 123.13 29.68   0.00
2/14/15/16/21/28/29 11 -44.28 123.13 29.68   0.00
2/16/17/21/28/30/33 10 -46.56 123.13 29.68   0.00
2/5/11/16/21/28/32  11 -44.28 123.13 29.68   0.00
2/5/16/20/21/30/32  11 -44.28 123.13 29.68   0.00
2/4/16/20/21/23/26  11 -44.28 123.13 29.68   0.00
2/6/13/16/21/23/29  11 -44.28 123.13 29.68   0.00
2/9/11/16/17/21/32  11 -44.28 123.13 29.68   0.00
2/4/5/15/16/17/21   10 -46.56 123.13 29.69   0.00
2/4/6/10/13/16/21   11 -44.28 123.13 29.69   0.00
2/15/16/17/21/24/25 10 -46.57 123.13 29.69   0.00
2/10/16/21/22/28/33 10 -46.57 123.13 29.69   0.00
1/2/4/16/21/26/28   11 -44.28 123.13 29.69   0.00
2/7/8/16/20/21/26   11 -44.28 123.13 29.69   0.00
2/10/12/16/20/21/22 10 -46.57 123.13 29.69   0.00
2/7/10/16/21/22/26  11 -44.28 123.13 29.69   0.00
2/16/21/26/27/29/30 11 -44.28 123.13 29.69   0.00
2/3/6/16/21/32      10 -46.57 123.13 29.69   0.00
2/7/16/17/20/21/22  10 -46.57 123.13 29.69   0.00
2/13/16/21/24/32    11 -44.28 123.14 29.69   0.00
2/14/16/21/24/33    10 -46.57 123.14 29.69   0.00
2/5/13/15/16/21/25  11 -44.28 123.14 29.70   0.00
2/5/15/16/17/21/27  10 -46.57 123.14 29.70   0.00
2/16/17/21/22/23/24 10 -46.57 123.14 29.70   0.00
2/11/13/16/21/28/29 11 -44.28 123.14 29.70   0.00
2/7/14/16/21/24/25  11 -44.28 123.14 29.70   0.00
2/10/12/16/20/21/33 10 -46.57 123.14 29.70   0.00
2/8/12/16/21/25/26  11 -44.28 123.14 29.70   0.00
2/10/11/13/16/21/28 11 -44.28 123.14 29.70   0.00
2/4/14/16/21/23/28  11 -44.28 123.14 29.70   0.00
1/2/11/16/21/29/30  10 -46.57 123.14 29.70   0.00
2/5/6/10/16/21/26   11 -44.28 123.14 29.70   0.00
2/16/21/25/26/27/28 11 -44.28 123.14 29.70   0.00
2/3/16/19/21/26/33  11 -44.28 123.14 29.70   0.00
2/10/12/16/17/21/28 10 -46.57 123.14 29.70   0.00
2/5/16/21/23/26/27  11 -44.29 123.14 29.70   0.00
2/4/8/12/16/21/26   11 -44.29 123.14 29.70   0.00
2/16/21/22/24/25/30 10 -46.57 123.14 29.70   0.00
1/2/9/16/21/24/27   10 -46.57 123.14 29.70   0.00
2/10/16/20/21/28/29 10 -46.57 123.14 29.70   0.00
2/10/16/21/23/30/32 11 -44.29 123.14 29.70   0.00
1/2/12/16/21/24/29  10 -46.57 123.15 29.70   0.00
2/7/16/20/21/22/26  11 -44.29 123.15 29.70   0.00
1/2/9/16/21/27/33   10 -46.57 123.15 29.71   0.00
2/4/14/16/17/18/21  11 -44.29 123.15 29.71   0.00
1/2/5/9/16/21/22    10 -46.57 123.15 29.71   0.00
2/7/12/14/16/21/29  11 -44.29 123.15 29.71   0.00
1/2/16/21/22/26/30  11 -44.29 123.15 29.71   0.00
2/7/13/16/21/25/27  11 -44.29 123.15 29.71   0.00
2/5/11/16/21/22/30  10 -46.57 123.15 29.71   0.00
2/9/10/16/21/22/30  10 -46.57 123.15 29.71   0.00
2/9/13/16/20/21/25  11 -44.29 123.15 29.71   0.00
2/12/13/16/17/21    10 -46.58 123.15 29.71   0.00
2/7/16/21/26/27/29  11 -44.29 123.15 29.71   0.00
2/6/9/10/16/21/33   10 -46.58 123.15 29.71   0.00
2/5/16/20/21/27/32  11 -44.29 123.15 29.71   0.00
2/11/16/21/25/26/29 11 -44.29 123.15 29.71   0.00
2/7/9/13/16/21/22   11 -44.29 123.15 29.71   0.00
2/6/13/16/20/21/30  11 -44.29 123.15 29.71   0.00
2/12/14/16/21/22/23 11 -44.29 123.15 29.71   0.00
2/3/4/7/16/21/32    11 -44.29 123.15 29.71   0.00
2/9/16/21/25/29/32  11 -44.29 123.15 29.71   0.00
2/10/14/16/21/33    10 -46.58 123.15 29.71   0.00
1/2/7/10/16/21/24   10 -46.58 123.15 29.71   0.00
2/4/16/19/21/27/31  12 -41.78 123.15 29.71   0.00
2/14/16/21/22/23/25 11 -44.29 123.15 29.71   0.00
1/2/8/9/16/21/24    10 -46.58 123.16 29.71   0.00
2/8/16/17/21/23/33  10 -46.58 123.16 29.71   0.00
2/4/11/13/16/21/28  11 -44.29 123.16 29.71   0.00
2/5/6/9/16/21/33    10 -46.58 123.16 29.71   0.00
2/4/16/21/26/29/33  11 -44.29 123.16 29.72   0.00
2/8/16/21/24/25/29  10 -46.58 123.16 29.72   0.00
2/3/9/15/16/17/21   10 -46.58 123.16 29.72   0.00
2/3/13/16/19/21/33  11 -44.29 123.16 29.72   0.00
2/4/13/15/16/21/32  12 -41.78 123.16 29.72   0.00
2/11/13/14/16/21    11 -44.29 123.16 29.72   0.00
2/10/11/16/21/22/30 10 -46.58 123.16 29.72   0.00
2/3/16/21/22/30      9 -48.67 123.16 29.72   0.00
2/13/14/16/20/21    11 -44.29 123.16 29.72   0.00
2/11/13/16/18/21/32 12 -41.78 123.16 29.72   0.00
2/9/16/20/21/24/32  11 -44.30 123.16 29.72   0.00
2/7/16/21/25/26/27  11 -44.30 123.16 29.72   0.00
2/8/16/21/22/25/33  10 -46.58 123.16 29.72   0.00
2/12/16/17/21/24/28 10 -46.58 123.16 29.72   0.00
2/3/4/15/16/21/27   10 -46.58 123.16 29.72   0.00
2/4/12/13/16/21/27  11 -44.30 123.16 29.72   0.00
2/4/9/14/16/21/22   11 -44.30 123.16 29.72   0.00
2/6/8/16/21/32/33   11 -44.30 123.16 29.72   0.00
2/3/4/8/15/16/21    10 -46.58 123.16 29.72   0.00
2/9/13/16/20/21/33  11 -44.30 123.16 29.72   0.00
2/4/5/16/17/21/22   10 -46.58 123.16 29.72   0.00
2/10/11/16/21/27/29 10 -46.58 123.17 29.72   0.00
2/13/15/16/21/25/26 12 -41.78 123.17 29.72   0.00
2/8/12/16/21/24/33  10 -46.58 123.17 29.72   0.00
1/2/6/10/16/21/25   10 -46.58 123.17 29.73   0.00
2/6/9/14/16/21/30   11 -44.30 123.17 29.73   0.00
2/7/10/16/21/26/29  11 -44.30 123.17 29.73   0.00
1/2/11/16/21/25/29  10 -46.58 123.17 29.73   0.00
2/3/5/6/16/21        9 -48.67 123.17 29.73   0.00
2/14/15/16/21/26/28 12 -41.78 123.17 29.73   0.00
2/10/12/16/21/24/25 10 -46.58 123.17 29.73   0.00
2/5/6/8/16/21/24    10 -46.58 123.17 29.73   0.00
2/13/16/21/23/25/27 11 -44.30 123.17 29.73   0.00
2/5/6/8/16/21/29    10 -46.58 123.17 29.73   0.00
2/10/11/16/21/25/33 10 -46.58 123.17 29.73   0.00
2/5/6/16/21/24/26   11 -44.30 123.17 29.73   0.00
2/5/6/16/21/24/28   10 -46.59 123.17 29.73   0.00
2/4/10/16/17/21/29  10 -46.59 123.17 29.73   0.00
2/14/15/16/20/21/24 11 -44.30 123.17 29.73   0.00
2/3/6/16/21/24       9 -48.67 123.17 29.73   0.00
1/2/16/20/21/25/29  10 -46.59 123.17 29.73   0.00
2/4/5/10/16/21/27   10 -46.59 123.17 29.73   0.00
2/3/11/14/16/19/21  11 -44.30 123.17 29.73   0.00
2/4/6/14/16/20/21   11 -44.30 123.17 29.73   0.00
2/12/16/21/24/25/33 10 -46.59 123.17 29.73   0.00
2/12/14/15/16/21/30 11 -44.30 123.17 29.73   0.00
2/10/16/21/23/24/29 10 -46.59 123.17 29.73   0.00
2/9/10/16/20/21/29  10 -46.59 123.17 29.73   0.00
2/9/16/21/28/29/31  12 -41.79 123.18 29.73   0.00
2/3/9/10/16/21/23   10 -46.59 123.18 29.73   0.00
1/2/4/15/16/21/31   12 -41.79 123.18 29.73   0.00
1/2/3/16/17/19/21   10 -46.59 123.18 29.73   0.00
1/2/16/21/25/26/28  11 -44.30 123.18 29.73   0.00
2/5/7/16/21/22/26   11 -44.30 123.18 29.73   0.00
